bgyear,bgcitizen,bgmajor,bgmultimajor,bggender,gender,age,bgethnicity,race,bgmap2,pk1,pkpic2a,pk2,pkpic4a,pk3,pkhousemajority,pk4,pksenatemajority,pk5,pkoverride,pk6,pkpic5a,pk7,pknotnato,pk8,Q111,pk9,Q109,pk10,bgpk,gen,gen1,Q83,gen2,Q84,psc,Q85,psmm,Q86,undrgd,Q87,faculty,Q88,family,Q89,genpop,Q90,reps,Q91,dems,perception,p2,Q92_1,Q93_1,Q94_1,Q95_1,Q96_1,Q97_1,Q98_1,Q99_1,Q100_1,Q101_1,eff,ineff,exeff,eligible,midterm,vote,,volunteer,,sns,,button,,letter,,march,,money,,rally,,meeting,,part,prospect,Q114,,Q115_1,Q116,,Q117_1,Q118,,Q119_1,Q120,,Q121_1,Q122,trade,Q123_1,retro,real,aggpk,conf
Freshman/First Year,Yes,"Social Sciences (e.g., Psychology, Sociology, Anthropology)",,Female,0,18,Caucasian/White,1,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Germany,1,Russia,1,Brett Kavanaugh,1,I do not know.,0,9,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,0.75,0.75,6,6,3,8,7,7,5,6,6,4,5.8,6,5.25,Yes,Yes,Yes,1,No,0,No,0,Yes,1,Yes,1,Yes,1,No,0,No,0,Yes,1,0.555555556,4,South/East Asia,0,9,Theresa May,1,10,each voter has a chance to rank the candidates in order of preference,1,8,lower than 5.0%,1,10,China,1,10,5,4,21,9.4
Freshman/First Year,Yes,Political Science,,Female,0,18,Hispanic or Latino,0,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Three quarters of the House and two thirds of the Senate,0,Germany,1,Russia,1,Brett Kavanaugh,1,Voters in a PR district elect more representatives than voters in an SMD district.,1,9,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"very low, in the bottom 25th percentile",0.25,"very low, in the bottom 25th percentile",0.25,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,0.535714286,0.555555556,6,10,4,6,8,10,7,9,8,10,7.8,6.8,8.5,Yes,Yes,Yes,1,No,0,No,0,Yes,1,No,0,No,0,No,0,No,0,No,0,0.222222222,3,Mexico,1,5,Gordon Brown,0,5,each voter has a chance to rank the candidates in order of preference,1,5,5.0-6.5%,0,5,China,1,5,2,3,19,5
Freshman/First Year,Yes,Agriculture,,Male,1,18,Caucasian/White,1,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Germany,1,Russia,1,Brett Kavanaugh,1,Voters in a PR district elect more representatives than voters in an SMD district.,1,10,Far above average,1,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,0.678571429,0.666666667,8,8,2,5,10,9,6,9,9,7,7.3,6.6,7.75,Yes,Yes,No,0,Yes,1,No,0,Yes,1,No,0,Yes,1,No,0,Yes,1,No,0,0.444444444,4,Mexico,1,4,Theresa May,1,7,each voter has a chance to rank the candidates in order of preference,1,1,5.0-6.5%,0,2,China,1,4,2,4,23,3.6
Sophomore,Yes,Business,,Female,0,19,Caucasian/White,1,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Democratic Party,0,Democratic Party,0,Two thirds of the House and three quarters of the Senate,0,Argentina,0,Russia,1,Brett Kavanaugh,1,PR systems tend to have a greater number of districts than SMD systems.,0,5,Far above average,1,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,0.75,0.75,9,9,2,8,8,8,1,4,4,8,6.1,7.2,4.25,Yes,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,1,4,Mexico,1,7,Theresa May,1,10,each voter has a chance to rank the candidates in order of preference,1,10,lower than 5.0%,1,10,China,1,10,4,5,13,9.4
Freshman/First Year,Yes,,,Female,0,18,Caucasian/White,1,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Three quarters of the House and Senate,0,Denmark,0,Russia,1,Brett Kavanaugh,1,I do not know.,0,7,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"very low, in the bottom 25th percentile",0.25,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,0.642857143,0.611111111,6,5,3,6,8,5,2,0,3,4,4.2,5.6,2.25,No,,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,0,4,Mexico,1,5,Theresa May,1,5,"each voter has as many votes as there are choices, and can distribute those votes as desired",0,8,5.0-6.5%,0,2,China,1,5,3,3,17,5
Freshman/First Year,Yes,Political Science,,Female,0,17,Caucasian/White,1,Passed gun control ballot measures,0,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Denmark,0,Poland,0,Brett Kavanaugh,1,"PR districts elect their district representatives directly, whereas SMD districts elect their representatives indirectly.",0,6,Somewhat above average,0.75,"very low, in the bottom 25th percentile",0.25,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"very low, in the bottom 25th percentile",0.25,"very low, in the bottom 25th percentile",0.25,"very low, in the bottom 25th percentile",0.25,0.571428571,0.5,7,6,4,6,6,10,5,4,3,8,5.9,5.8,5,Yes,Yes,No,0,Yes,1,No,0,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,0.666666667,3,Mexico,1,8,Gordon Brown,0,2,each voter votes for parties instead of for individual candidates,0,4,5.0-6.5%,0,7,China,1,7,3,2,12,5.6
Freshman/First Year,No,Political Science,,Female,0,19,Asian,0,Trump won in the election,1,Barbara Boxer,0,Speaker of the House,1,Republican Party,1,Republican Party,1,Three quarters of the House and Senate,0,Denmark,0,Poland,0,Stephen Breyer,0,PR systems tend to have a greater number of districts than SMD systems.,0,4,Somewhat below average,0.5,"very low, in the bottom 25th percentile",0.25,"very low, in the bottom 25th percentile",0.25,"very low, in the bottom 25th percentile",0.25,"very low, in the bottom 25th percentile",0.25,"very low, in the bottom 25th percentile",0.25,"very low, in the bottom 25th percentile",0.25,"very low, in the bottom 25th percentile",0.25,"very low, in the bottom 25th percentile",0.25,"very low, in the bottom 25th percentile",0.25,0.25,0.25,0,0,5,0,0,6,0,6,6,6,2.9,1,4.5,Yes,No,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,0,1,Mexico,1,4,Jeremy Corbyn,0,0,"each voter has as many votes as there are choices, and can distribute those votes as desired",0,0,8.1% or higher,0,0,China,1,0,1,2,10,0.8
Freshman/First Year,Yes,,,Female,0,18,Hispanic or Latino,0,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and three quarters of the Senate,0,Argentina,0,Poland,0,Stephen Breyer,0,I do not know.,0,5,Somewhat above average,0.75,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"very low, in the bottom 25th percentile",0.25,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,0.571428571,0.555555556,5,5,1,6,8,6,5,7,7,7,5.7,5,6.5,Yes,Yes,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,0.111111111,3,Mexico,1,10,Theresa May,1,10,each voter has a chance to rank the candidates in order of preference,1,10,5.0-6.5%,0,5,China,1,10,4,4,13,9
Sophomore,Yes,Engineering,,Female,0,19,Asian,0,Trump won in the election,1,Elizabeth Warren,1,Secretary of State,0,Republican Party,1,Republican Party,1,Three quarters of the House and Senate,0,Argentina,0,Poland,0,Brett Kavanaugh,1,I do not know.,0,5,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"very low, in the bottom 25th percentile",0.25,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,0.678571429,0.694444444,7,8,7,8,8,6,4,4,8,8,6.8,7.6,6,Yes,Yes,Yes,1,No,0,Yes,1,No,0,Yes,1,No,0,No,0,No,0,No,0,0.333333333,2,Europe/Canada,0,7,Theresa May,1,9,each voter votes for parties instead of for individual candidates,0,7,5.0-6.5%,0,3,China,1,2,3,2,14,5.6
Senior,Yes,"Humanities (e.g., English, History, Philosophy)",,Male,1,20,Caucasian/White,1,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Germany,1,Russia,1,Neil Gorsuch,0,I do not know.,0,8,Far above average,1,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"very low, in the bottom 25th percentile",0.25,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"very low, in the bottom 25th percentile",0.25,0.535714286,0.5,1,1,2,7,3,4,4,8,9,3,4.2,2.8,6,Yes,No,No,0,No,0,Yes,1,No,0,No,0,No,0,Yes,1,Yes,1,Yes,1,0.444444444,3,Mexico,1,1,Theresa May,1,10,"each voter has as many votes as there are choices, and can distribute those votes as desired",0,2,lower than 5.0%,1,6,Canada,0,10,3,3,19,5.8
Sophomore,Yes,"Humanities (e.g., English, History, Philosophy)",,Female,0,19,Caucasian/White,1,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and three quarters of the Senate,0,Germany,1,Russia,1,Brett Kavanaugh,1,I do not know.,0,8,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,0.678571429,0.694444444,5,4,4,2,5,4,4,3,3,4,3.8,4,3.5,Yes,No,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Yes,1,0.111111111,3,Europe/Canada,0,3,Theresa May,1,10,each voter has a chance to rank the candidates in order of preference,1,3,lower than 5.0%,1,3,China,1,3,3,4,20,4.4
Freshman/First Year,No,Business,,Male,1,18,Asian,0,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Germany,1,Russia,1,Brett Kavanaugh,1,I do not know.,0,9,Somewhat above average,0.75,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,0.928571429,0.944444444,10,10,7,10,10,9,7,6,7,10,8.6,9.4,7.5,Yes,No,Yes,1,No,0,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,0.222222222,4,Mexico,1,6,Theresa May,1,10,each voter votes for parties instead of for individual candidates,0,4,lower than 5.0%,1,6,China,1,8,4,4,22,6.8
Junior,Yes,Other,,Female,0,20,Caucasian/White,1,Passed gun control ballot measures,0,Kirsten Gillibrand,0,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and three quarters of the Senate,0,Germany,1,Russia,1,Brett Kavanaugh,1,I do not know.,0,6,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,0.821428571,0.805555556,10,10,8,7,10,10,7,0,8,3,7.3,9,4.5,No,,No,0,No,0,Yes,1,Yes,1,No,0,No,0,No,0,No,0,No,0,0.222222222,3,Mexico,1,5,Theresa May,1,8,each voter votes for parties instead of for individual candidates,0,5,6.6-8.0%,0,2,China,1,10,2,3,18,6
Sophomore,Yes,Political Science,,Female,0,19,Caucasian/White,1,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Germany,1,Russia,1,Brett Kavanaugh,1,Voters in a PR district elect more representatives than voters in an SMD district.,1,10,Somewhat above average,0.75,"low, in the bottom 26-50th percentile",0.5,"very low, in the bottom 25th percentile",0.25,"very low, in the bottom 25th percentile",0.25,"high, among the top 51-75th percentile",0.75,"very low, in the bottom 25th percentile",0.25,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,0.5,0.5,3,3,2,7,6,6,2,6,6,6,4.7,4.2,5,Yes,No,Yes,1,No,0,No,0,No,0,Yes,1,No,0,No,0,No,0,Yes,1,0.333333333,2,Mexico,1,7,Theresa May,1,2,each voter has a chance to rank the candidates in order of preference,1,6,lower than 5.0%,1,7,China,1,7,3,5,19,5.8
Sophomore,No,I have more than one major,"Political Science,Humanities (e.g., English, History, Philosophy)",Female,0,19,"Hispanic or Latino,Caucasian/White",0,Elected a Democrat to the U.S. Senate,0,Barbara Boxer,0,Speaker of the House,1,Republican Party,1,Republican Party,1,Three quarters of the House and Senate,0,Germany,1,Russia,1,Neil Gorsuch,0,I do not know.,0,5,Far above average,1,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,0.857142857,0.861111111,8,10,2,10,10,6,5,6,4,7,6.8,8,5.5,Yes,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,0.888888889,5,Europe/Canada,0,7,Theresa May,1,10,each voter has a chance to rank the candidates in order of preference,1,10,lower than 5.0%,1,10,China,1,8,5,4,14,9
Junior,No,Other,,Female,0,21,African American/Black,0,Trump won in the election,1,Elizabeth Warren,1,Secretary of State,0,Republican Party,1,Republican Party,1,Three quarters of the House and Senate,0,Germany,1,Poland,0,Brett Kavanaugh,1,I do not know.,0,6,Somewhat below average,0.5,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"very low, in the bottom 25th percentile",0.25,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,0.5,0.5,3,4,7,3,3,7,7,3,4,4,4.5,4,4.5,No,,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,0,1,South/East Asia,0,5,Theresa May,1,7,each voter votes for parties instead of for individual candidates,0,5,8.1% or higher,0,3,China,1,5,2,2,12,5
Freshman/First Year,Yes,Business,,Male,1,18,Caucasian/White,1,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Germany,1,Russia,1,Brett Kavanaugh,1,I do not know.,0,9,Far above average,1,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,0.821428571,0.833333333,9,10,10,1,10,5,0,0,5,6,5.6,8,2.75,Yes,Yes,Yes,1,No,0,Yes,1,Yes,1,No,0,No,0,No,0,No,0,No,0,0.333333333,3,Mexico,1,4,Theresa May,1,10,each voter votes for parties instead of for individual candidates,0,2,lower than 5.0%,1,6,China,1,10,2,4,21,6.4
Junior,No,"Humanities (e.g., English, History, Philosophy)",,Female,0,20,Caucasian/White,1,Elected a Democrat to the U.S. Senate,0,Kirsten Gillibrand,0,Secretary of State,0,Democratic Party,0,Democratic Party,0,Two thirds of the House and three quarters of the Senate,0,Germany,1,Canada,0,Brett Kavanaugh,1,Voters in a PR district elect more representatives than voters in an SMD district.,1,3,Far above average,1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,0.928571429,0.944444444,10,10,0,10,10,10,9,10,8,5,8.2,8,8,No,,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,0,4,Mexico,1,7,Theresa May,1,10,each voter has a chance to rank the candidates in order of preference,1,6,lower than 5.0%,1,8,Canada,0,7,4,4,11,7.6
Sophomore,Yes,"Natural Sciences (e.g., Chemistry, Biology, Physics)",,Female,0,19,Caucasian/White,1,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Germany,1,Russia,1,Brett Kavanaugh,1,I do not know.,0,9,Somewhat above average,0.75,"very low, in the bottom 25th percentile",0.25,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"very low, in the bottom 25th percentile",0.25,"low, in the bottom 26-50th percentile",0.5,"very low, in the bottom 25th percentile",0.25,"very low, in the bottom 25th percentile",0.25,"low, in the bottom 26-50th percentile",0.5,0.428571429,0.416666667,1,2,5,8,3,1,2,4,3,2,3.1,3.8,2.75,Yes,No,Yes,1,Yes,1,Yes,1,No,0,No,0,Yes,1,No,0,Yes,1,No,0,0.555555556,3,South/East Asia,0,3,Theresa May,1,0,each voter votes for parties instead of for individual candidates,0,0,5.0-6.5%,0,0,Mexico,0,0,1,1,18,0.6
Freshman/First Year,No,Political Science,,Male,1,18,Asian,0,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Germany,1,Russia,1,Brett Kavanaugh,1,I do not know.,0,9,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,0.678571429,0.694444444,10,10,0,6,7,7,6,6,6,6,6.4,6.6,6,Yes,Yes,Yes,1,No,0,Yes,1,Yes,1,No,0,Yes,1,No,0,Yes,1,Yes,1,0.666666667,3,Other Latin America,0,7,Tony Blair,0,3,each voter has a chance to rank the candidates in order of preference,1,9,lower than 5.0%,1,8,China,1,10,4,3,19,7.4
Junior,Yes,Political Science,,Female,0,20,African American/Black,0,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and three quarters of the Senate,0,Germany,1,France,0,Brett Kavanaugh,1,I do not know.,0,7,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,0.678571429,0.638888889,5,6,3,7,6,6,5,4,5,5,5.2,5.4,4.75,Yes,Yes,Yes,1,No,0,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,0.888888889,4,Europe/Canada,0,8,Theresa May,1,10,"each voter has as many votes as there are choices, and can distribute those votes as desired",0,5,6.6-8.0%,0,8,China,1,7,3,2,14,7.6
Freshman/First Year,Yes,"Natural Sciences (e.g., Chemistry, Biology, Physics)",,Female,0,18,Caucasian/White,1,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Denmark,0,Russia,1,Brett Kavanaugh,1,I do not know.,0,8,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,0.75,0.75,5,4,5,5,4,4,5,5,4,3,4.4,4.6,4.25,Yes,No,No,0,Yes,1,No,0,No,0,No,0,No,0,No,0,Yes,1,Yes,1,0.333333333,2,Mexico,1,3,Jeremy Corbyn,0,2,each voter has a chance to rank the candidates in order of preference,1,2,5.0-6.5%,0,3,China,1,6,1,3,16,3.2
Sophomore,Yes,"Humanities (e.g., English, History, Philosophy)",,Male,1,19,"Hispanic or Latino,Caucasian/White",0,Trump won in the election,1,Claire McCaskill,0,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Germany,1,Russia,1,Brett Kavanaugh,1,I do not know.,0,8,Far below average,1,"very low, in the bottom 25th percentile",0.25,"very low, in the bottom 25th percentile",0.25,"very low, in the bottom 25th percentile",0.25,"very low, in the bottom 25th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"very low, in the bottom 25th percentile",0.25,"very low, in the bottom 25th percentile",0.25,"very low, in the bottom 25th percentile",0.25,"very low, in the bottom 25th percentile",0.25,0.321428571,0.305555556,4,3,2,4,2,3,8,7,7,10,5,3,8,No,,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,0,1,Mexico,1,3,Theresa May,1,9,"each voter has as many votes as there are choices, and can distribute those votes as desired",0,5,5.0-6.5%,0,6,China,1,10,1,3,16,6.6
Freshman/First Year,Yes,,,Female,0,19,Caucasian/White,1,Had the highest sales tax rates,0,Claire McCaskill,0,Speaker of the House,1,Republican Party,1,Republican Party,1,Majority of the House and Senate,0,Denmark,0,Russia,1,Brett Kavanaugh,1,I do not know.,0,5,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"very low, in the bottom 25th percentile",0.25,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,0.678571429,0.694444444,8,8,3,6,6,5,3,5,7,8,5.9,6.2,5.75,Yes,No,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,0,3,Mexico,1,6,Theresa May,1,10,each voter has a chance to rank the candidates in order of preference,1,3,8.1% or higher,0,7,China,1,5,2,4,14,6.2
Sophomore,No,Other,,Male,1,20,Asian,0,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Three quarters of the House and Senate,0,Germany,1,Russia,1,Brett Kavanaugh,1,Voters in a PR district elect more representatives than voters in an SMD district.,1,9,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,0.678571429,0.694444444,7,8,2,7,6,6,6,6,7,7,6.2,6,6.5,Yes,Yes,Yes,1,No,0,No,0,Yes,1,No,0,No,0,No,0,No,0,Yes,1,0.333333333,3,South/East Asia,0,5,Theresa May,1,5,each voter has a chance to rank the candidates in order of preference,1,3,5.0-6.5%,0,5,China,1,6,2,3,16,4.8
Sophomore,Yes,Education,,Female,0,19,Caucasian/White,1,Had the highest sales tax rates,0,Barbara Boxer,0,Speaker of the House,1,Republican Party,1,Democratic Party,0,Three quarters of the House and two thirds of the Senate,0,Argentina,0,Canada,0,Brett Kavanaugh,1,I do not know.,0,3,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,0.714285714,0.722222222,8,7,4,7,7,9,6,8,9,8,7.3,6.6,7.75,No,,No,0,No,0,Yes,1,No,0,No,0,Yes,1,No,0,No,0,No,0,0.222222222,3,Mexico,1,6,Theresa May,1,10,each voter has a chance to rank the candidates in order of preference,1,8,lower than 5.0%,1,9,China,1,7,5,5,11,8
Sophomore,Yes,Business,,Female,0,20,Caucasian/White,1,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Democratic Party,0,Republican Party,1,Two thirds of the House and Senate,1,Denmark,0,Poland,0,Brett Kavanaugh,1,I do not know.,0,6,Somewhat above average,0.75,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"very low, in the bottom 25th percentile",0.25,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,0.571428571,0.555555556,5,4,5,6,4,10,7,7,7,10,6.5,4.8,7.75,Yes,Yes,Yes,1,No,0,No,0,No,0,Yes,1,No,0,No,0,Yes,1,No,0,0.333333333,3,Mexico,1,4,Theresa May,1,2,each voter votes for parties instead of for individual candidates,0,6,6.6-8.0%,0,2,China,1,7,2,3,14,4.2
