,psraid,sample,int_date,lang,state,cregion,density,usr,pew1,pk1,pew2,pk2,pew3,pk3,pew4,pk4,pew5,pk5,pew6,pk6,pew8,pk8,pew9,pk9,pew10,pk10,pew11,pk11,pkscore,ql1,ql1a,qc1,hh1,employ,marital,par,sex,age,recage,educ2,receduc,hisp,race,racethn,inc,reg,party,partyln,weight
886,203872,Cell,62517,Spanish,Illinois,Midwest,Highest,Urban,Mitt Romney,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,James Comey,0,Mold,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,Mosquitoes,1,Paul Ryan,1,7%,0,2,NA,NA,"No, no home telephone",Don't know/Refused (VOL.),Employed full-time,Married,Yes,Male,60,55-64,Less than high school (Grades 1-8 or no formal schooling),HS Grad or less,Yes,White,Hispanic,"$10,000 to under $20,000",Are you NOT registered to vote at your current address,Independent,Democratic,7.761904762
887,203883,Cell,62417,English,Illinois,Midwest,Lowest,Rural,Rex Tillerson,1,Justin Trudeau,0,a Supreme Court justice,1,James Comey,0,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,4%,1,8,NA,NA,"No, no home telephone",2,Not employed,Married,No,Male,70,65+,"Some college, no degree (includes some community college)",Some coll/Assoc degree,No,White,White~Hisp,"$150,000 or over",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,3.142857143
888,203915,Cell,62417,English,Florida,South,3,Suburban,John Kerry,0,Emmanuel Macron,1,a Senator,0,James Comey,0,Lead,1,The Blue Dogs,0,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,4%,1,6,NA,NA,"Yes, has a home telephone",2,Employed full-time,Never been married,No,Male,19,18-24,"Some college, no degree (includes some community college)",Some coll/Assoc degree,No,White,White~Hisp,"$75,000 to under $100,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,4.619047619
889,203933,Cell,62517,Spanish,Minnesota,Midwest,Highest,Urban,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Refused,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,0,NA,NA,Don't know/Refused (VOL.),1,Not employed,Never been married,No,Male,Refused (VOL.),DK/Ref,Don't know/Refused,DK/Ref,Yes,Don't know/Refused (VOL.),Hispanic,Don't know/Refused (VOL.),Don't know/Refused (VOL.),Don't know/Refused (VOL.),Other/Don't know/Refused (VOL.),1.761904762
890,203953,Cell,62417,English,Ohio,Midwest,Lowest,Rural,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,4%,1,10,NA,NA,"No, no home telephone",2,Employed full-time,Married,Yes,Male,35,35-44,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,No,White,White~Hisp,"$150,000 or over","Are you PROBABLY registered, but there is a chance your registration has lapsed",Independent,Republican,5.857142857
891,203955,Cell,62417,English,Pennsylvania,Northeast,3,Suburban,Rex Tillerson,1,Justin Trudeau,0,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Contaminated water,0,Mitch McConnell,0,7%,0,6,NA,NA,"No, no home telephone",2,Employed full-time,Married,Yes,Male,44,35-44,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,White,White~Hisp,"$50,000 to under $75,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,No preference (VOL.),Republican,5.714285714
892,203960,Cell,62417,English,Ohio,Midwest,4,Suburban,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Blue Dogs,0,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,4%,1,9,NA,NA,"No, no home telephone",1,Employed full-time,Never been married,No,Male,32,25-34,"Some college, no degree (includes some community college)",Some coll/Assoc degree,No,Black or African-American,AA~Hisp,"$50,000 to under $75,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Independent,Democratic,11.04761905
893,203971,Cell,62417,Spanish,Texas,South,3,Urban,John Kerry,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,Mosquitoes,1,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,1,NA,NA,"No, no home telephone",2,Employed full-time,Divorced,Yes,Female,37,35-44,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,Yes,White,Hispanic,"$20,000 to under $30,000",Are you NOT registered to vote at your current address,No preference (VOL.),Democratic,4.904761905
894,203972,Cell,62517,Spanish,New York,Northeast,Highest,Urban,John Kerry,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,Lead,1,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,Mosquitoes,1,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,2,NA,NA,"Yes, has a home telephone",2,Employed full-time,Divorced,No,Female,60,55-64,Less than high school (Grades 1-8 or no formal schooling),HS Grad or less,Yes,Other (SPECIFY),Hispanic,"$20,000 to under $30,000",Are you NOT registered to vote at your current address,No preference (VOL.),Other/Don't know/Refused (VOL.),4.666666667
895,203978,Cell,62417,Spanish,New Jersey,Northeast,Highest,Suburban,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,James Comey,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,Mosquitoes,1,[VOL. DO NOT READ] Don't know,0,17%,0,1,NA,NA,"No, no home telephone",3,Not employed,Divorced,No,Female,62,55-64,"Some college, no degree (includes some community college)",Some coll/Assoc degree,Yes,Other (SPECIFY),Hispanic,"$40,000 to under $50,000",Are you NOT registered to vote at your current address,Democrat,NA,7.80952381
896,204003,Cell,62417,English,Kentucky,South,Lowest,Rural,Scott Pruitt,0,Justin Trudeau,0,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Mitch McConnell,0,7%,0,6,NA,NA,"Yes, has a home telephone",2,Employed full-time,Married,No,Female,61,55-64,Two year associate degree from a college or university,Some coll/Assoc degree,No,White,White~Hisp,"$40,000 to under $50,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,3.666666667
897,204029,Cell,62417,English,Texas,South,Lowest,Suburban,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Lead,1,[VOL. DO NOT READ] Don't know,0,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,17%,0,8,NA,NA,"No, no home telephone",2,Not employed,Married,No,Male,75,65+,Two year associate degree from a college or university,Some coll/Assoc degree,No,White,White~Hisp,"$75,000 to under $100,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,3.571428571
898,204033,Cell,62417,English,Colorado,West,2,Urban,John Kerry,0,Theresa May,0,a Supreme Court justice,1,Sean Spicer,0,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,7%,0,6,NA,NA,"No, no home telephone",1,Employed part-time,Divorced,No,Female,24,18-24,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,No,White,White~Hisp,"$10,000 to under $20,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Independent,Republican,8.523809524
899,204066,Cell,62417,English,Mississippi,South,2,Suburban,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,4%,1,10,NA,NA,"Yes, has a home telephone",2,Employed full-time,Married,No,Male,72,65+,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,White,White~Hisp,"$150,000 or over",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,1.142857143
900,204071,Cell,62517,Spanish,New Jersey,Northeast,Highest,Suburban,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,Lead,1,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,Mosquitoes,1,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,2,NA,NA,"No, no home telephone",2,Employed full-time,Never been married,No,Male,Refused (VOL.),DK/Ref,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),HS Grad or less,Yes,Don't know/Refused (VOL.),Hispanic,Don't know/Refused (VOL.),Are you NOT registered to vote at your current address,Independent,Republican,6.333333333
901,204085,Cell,62517,English,Virginia,South,Highest,Suburban,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Lincoln Group,0,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,7%,0,8,NA,NA,"Yes, has a home telephone",3,Employed full-time,Never been married,No,Male,24,18-24,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Coll+,No,White,White~Hisp,"Less than $10,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Democrat,NA,3.619047619
902,204096,Cell,62517,English,Michigan,Midwest,3,Suburban,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Sean Spicer,0,Lead,1,[VOL. DO NOT READ] Don't know,0,The United Kingdom,1,Mosquitoes,1,Mitch McConnell,0,4%,1,7,NA,NA,"No, no home telephone",1,Not employed,Separated,No,Female,63,55-64,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,White,White~Hisp,"$20,000 to under $30,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Independent,Democratic,6.142857143
903,204107,Cell,62517,English,Indiana,Midwest,3,Urban,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,Sean Spicer,0,Lead,1,The Freedom Caucus,1,[VOL. DO NOT READ] Don't know,0,Contaminated water,0,Nancy Pelosi,0,17%,0,2,NA,NA,"No, no home telephone",3,Employed full-time,Never been married,No,Female,45,45-54,"Some college, no degree (includes some community college)",Some coll/Assoc degree,No,Black or African-American,AA~Hisp,"$10,000 to under $20,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Democrat,NA,11.19047619
904,204124,Cell,62517,English,Massachusetts,Northeast,3,Urban,John Kerry,0,Emmanuel Macron,1,a Supreme Court justice,1,Sally Yates,0,Lead,1,The Tuesday Group,0,The United Kingdom,1,Mosquitoes,1,Mitch McConnell,0,17%,0,5,NA,NA,"No, no home telephone",1,Employed part-time,Never been married,No,Female,21,18-24,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,Yes,Black or African-American,Hispanic,"$40,000 to under $50,000","Are you PROBABLY registered, but there is a chance your registration has lapsed",Other party (VOL.),Other/Don't know/Refused (VOL.),5.619047619
905,204134,Cell,62517,English,Arkansas,South,Lowest,Rural,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,4%,1,10,NA,NA,"Yes, has a home telephone",2,Not employed,Married,No,Male,69,65+,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Coll+,No,White,White~Hisp,"$50,000 to under $75,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Independent,Democratic,1
906,204163,Cell,62517,English,California,West,Highest,Suburban,Scott Pruitt,0,Justin Trudeau,0,the head of the EPA,0,Sally Yates,0,Asbestos,0,The Lincoln Group,0,Hungary,0,Mosquitoes,1,Nancy Pelosi,0,17%,0,1,NA,NA,"Yes, has a home telephone",1,Employed full-time,Never been married,No,Male,25,25-34,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,Black or African-American,AA~Hisp,"$150,000 or over",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,3
907,204186,Cell,62517,English,Missouri,Midwest,Lowest,Rural,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Sean Spicer,0,Lead,1,[VOL. DO NOT READ] Don't know,0,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,7%,0,7,NA,NA,"No, no home telephone",2,Not employed,Married,No,Male,70,65+,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,White,White~Hisp,"$75,000 to under $100,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,2.238095238
908,204211,Cell,62517,English,New York,Northeast,Highest,Urban,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,4%,1,10,NA,NA,"Yes, has a home telephone",3,Employed full-time,Married,No,Male,60,55-64,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Coll+,No,White,White~Hisp,"$150,000 or over",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Democrat,NA,2.761904762
909,204216,Cell,62517,English,Minnesota,Midwest,2,Suburban,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,[VOL. DO NOT READ] Don't know,0,The Freedom Caucus,1,Greece,0,Mosquitoes,1,Paul Ryan,1,4%,1,8,NA,NA,"No, no home telephone",2,Not employed,Married,Yes,Female,38,35-44,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,Asian or Pacific Islander,Other~Hisp,"$75,000 to under $100,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,11.19047619
910,204222,Cell,62517,English,Tennessee,South,2,Rural,Rex Tillerson,1,Justin Trudeau,0,a Supreme Court justice,1,James Comey,0,Arsenic,0,The Blue Dogs,0,The United Kingdom,1,Mosquitoes,1,Mitch McConnell,0,12%,0,4,NA,NA,"No, no home telephone",3,Employed full-time,Never been married,No,Male,25,25-34,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,No,White,White~Hisp,"$30,000 to under $40,000",Are you NOT registered to vote at your current address,Independent,Democratic,7.952380952
911,204227,Cell,62517,Spanish,Idaho,West,2,Urban,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,Lead,1,The Lincoln Group,0,[VOL. DO NOT READ] Don't know,0,Mosquitoes,1,[VOL. DO NOT READ] Don't know,0,4%,1,3,NA,NA,"No, no home telephone",1,Employed full-time,Separated,Yes,Female,35,35-44,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),HS Grad or less,Yes,White,Hispanic,"$20,000 to under $30,000",Are you NOT registered to vote at your current address,Independent,Democratic,9.761904762
912,204246,Cell,62517,English,Illinois,Midwest,Lowest,Rural,Mitt Romney,0,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Blue Dogs,0,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,12%,0,7,NA,NA,"No, no home telephone",1,Not employed,Never been married,Yes,Male,39,35-44,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,No,Native American/American Indian,Other~Hisp,"Less than $10,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Independent,Republican,7.047619048
913,204248,Cell,62517,English,Iowa,Midwest,3,Urban,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Lincoln Group,0,The United Kingdom,1,Mosquitoes,1,Mitch McConnell,0,7%,0,7,NA,NA,"Yes, has a home telephone",1,Not employed,Never been married,No,Male,60,55-64,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,No,White,White~Hisp,"Less than $10,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Democrat,NA,3.047619048
914,204256,Cell,62517,Spanish,Colorado,West,3,Urban,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,Lead,1,[VOL. DO NOT READ] Don't know,0,The United Kingdom,1,Mosquitoes,1,[VOL. DO NOT READ] Don't know,0,7%,0,3,NA,NA,"No, no home telephone",4,Employed full-time,Married,Yes,Female,47,45-54,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,Yes,White,Hispanic,"$75,000 to under $100,000",Are you NOT registered to vote at your current address,No preference (VOL.),Democratic,10.19047619
915,204275,Cell,62517,Spanish,Oregon,West,2,Suburban,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,Lead,1,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,Spoiled food,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,1,NA,NA,"No, no home telephone",3,Employed full-time,Never been married,Yes,Male,37,35-44,Less than high school (Grades 1-8 or no formal schooling),HS Grad or less,Yes,Don't know/Refused (VOL.),Hispanic,"$10,000 to under $20,000",Don't know/Refused (VOL.),Independent,Other/Don't know/Refused (VOL.),9.571428571
916,204276,Cell,62517,English,North Carolina,South,2,Rural,Rex Tillerson,1,Emmanuel Macron,1,the head of the EPA,0,James Comey,0,[VOL. DO NOT READ] Refused,0,The Blue Dogs,0,The United Kingdom,1,Mosquitoes,1,Nancy Pelosi,0,[VOL. DO NOT READ] Don't know,0,4,NA,NA,"No, no home telephone",1,Not employed,Never been married,No,Male,18,18-24,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),HS Grad or less,No,White,White~Hisp,"$30,000 to under $40,000",Are you NOT registered to vote at your current address,Republican,NA,5
917,204302,Cell,62517,English,Pennsylvania,Northeast,3,Suburban,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,James Comey,0,Lead,1,The Freedom Caucus,1,Greece,0,Mosquitoes,1,Paul Ryan,1,12%,0,7,NA,NA,"No, no home telephone",2,Not employed,Married,No,Female,61,55-64,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,No,White,White~Hisp,"$75,000 to under $100,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,9.476190476
918,204309,Cell,62517,English,California,West,2,Urban,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,The United Kingdom,1,Mosquitoes,1,[VOL. DO NOT READ] Don't know,0,4%,1,7,NA,NA,"No, no home telephone",3,Not employed,Never been married,No,Male,45,45-54,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,White,White~Hisp,"$40,000 to under $50,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Independent,Republican,5.714285714
919,204311,Cell,62517,English,California,West,Highest,Urban,John Kerry,0,Emmanuel Macron,1,the head of the EPA,0,Sean Spicer,0,Lead,1,The Freedom Caucus,1,Hungary,0,Mosquitoes,1,Paul Ryan,1,12%,0,5,NA,NA,"No, no home telephone",1,Employed full-time,Living with a partner,No,Female,18,18-24,"Some college, no degree (includes some community college)",Some coll/Assoc degree,Yes,Asian or Pacific Islander,Hispanic,"$100,000 to under $150,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Democrat,NA,10.23809524
920,204315,Cell,62517,English,Arizona,West,3,Suburban,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,4%,1,10,NA,NA,"No, no home telephone",2,Not employed,Married,No,Female,70,65+,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Coll+,No,White,White~Hisp,"$100,000 to under $150,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Democrat,NA,3.619047619
921,204320,Cell,62517,English,California,West,Highest,Urban,Rex Tillerson,1,Justin Trudeau,0,[VOL. DO NOT READ] Don't know,0,Robert Mueller,1,Arsenic,0,[VOL. DO NOT READ] Don't know,0,Greece,0,Mosquitoes,1,Paul Ryan,1,7%,0,4,NA,NA,"No, no home telephone",3,Employed full-time,Living with a partner,No,Female,Refused (VOL.),DK/Ref,Two year associate degree from a college or university,Some coll/Assoc degree,No,Black or African-American,AA~Hisp,"$30,000 to under $40,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,No preference (VOL.),Democratic,4.523809524
922,204323,Cell,62517,English,California,West,2,Suburban,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,a Supreme Court justice,1,Robert Mueller,1,Lead,1,[VOL. DO NOT READ] Don't know,0,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,12%,0,6,NA,NA,"Yes, has a home telephone",1,Employed full-time,Never been married,No,Male,79,65+,Two year associate degree from a college or university,Some coll/Assoc degree,No,White,White~Hisp,"$50,000 to under $75,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,1.047619048
923,204334,Cell,62517,English,Virginia,South,Highest,Suburban,Rex Tillerson,1,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,6,NA,NA,"Yes, has a home telephone",2,Employed part-time,Never been married,No,Male,57,55-64,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,White,White~Hisp,"$75,000 to under $100,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Democrat,NA,1.904761905
924,204355,Cell,62517,English,Minnesota,Midwest,Lowest,Rural,Rex Tillerson,1,Malcolm Turnbull,0,a Supreme Court justice,1,Robert Mueller,1,Lead,1,[VOL. DO NOT READ] Don't know,0,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,12%,0,7,NA,NA,"No, no home telephone",1,Employed full-time,Married,No,Male,49,45-54,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,No,White,White~Hisp,"$100,000 to under $150,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,No preference (VOL.),Other/Don't know/Refused (VOL.),5.238095238
925,204382,Cell,62517,English,Kentucky,South,4,Urban,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Freedom Caucus,1,Germany,0,Mosquitoes,1,Paul Ryan,1,7%,0,8,NA,NA,"Yes, has a home telephone",2,Employed full-time,Married,No,Male,60,55-64,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Coll+,No,White,White~Hisp,"$75,000 to under $100,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Democrat,NA,2.238095238
926,204385,Cell,62517,English,New York,Northeast,Highest,Urban,Rex Tillerson,1,Emmanuel Macron,1,the head of the EPA,0,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,4%,1,9,NA,NA,"Yes, has a home telephone",1,Employed full-time,Never been married,No,Male,53,45-54,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,White,White~Hisp,"$75,000 to under $100,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Independent,Democratic,2.095238095
927,204400,Cell,62517,English,North Carolina,South,4,Suburban,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Mitch McConnell,0,4%,1,9,NA,NA,"No, no home telephone",3,Not employed,Married,No,Female,50,45-54,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,White,White~Hisp,"$75,000 to under $100,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,5.857142857
928,204413,Cell,62517,English,New York,Northeast,Highest,Urban,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Lead,1,[VOL. DO NOT READ] Don't know,0,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,4%,1,9,NA,NA,"No, no home telephone",3,Not employed,Never been married,No,Female,21,18-24,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,Asian or Pacific Islander,Other~Hisp,"$150,000 or over",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Independent,Democratic,10.33333333
929,204414,Cell,62517,English,New York,Northeast,3,Suburban,Scott Pruitt,0,Justin Trudeau,0,[VOL. DO NOT READ] Don't know,0,James Comey,0,Lead,1,[VOL. DO NOT READ] Refused,0,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,7%,0,4,NA,NA,"No, no home telephone",2,Employed full-time,Don't know/Refused (VOL.),Don't know/Refused (VOL.),Male,Refused (VOL.),DK/Ref,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,White,White~Hisp,"$40,000 to under $50,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,2.619047619
930,204430,Cell,62517,English,North Carolina,South,Lowest,Rural,Rex Tillerson,1,Justin Trudeau,0,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,7%,0,8,NA,NA,"Yes, has a home telephone",2,Employed full-time,Married,No,Female,51,45-54,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,No,White,White~Hisp,"$40,000 to under $50,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Independent,Democratic,3.714285714
931,204441,Cell,62517,Spanish,Pennsylvania,Northeast,Highest,Urban,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,Rodents,0,[VOL. DO NOT READ] Don't know,0,7%,0,0,NA,NA,"Yes, has a home telephone",1,Not employed,Never been married,No,Male,70,65+,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),HS Grad or less,Yes,White,Hispanic,Don't know/Refused (VOL.),"Are you PROBABLY registered, but there is a chance your registration has lapsed",Republican,NA,1.571428571
